source_origin_time,source_end_time,source_magnitude,p_arrival_sample,s_arrival_sample,snr,waveform_index,station
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,None,None,0.0,63,JAGI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,None,None,0.0,64,LHMI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,3162,None,-1.3700000047683716,65,LUWI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,None,None,0.0,66,MMRI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,5452,None,0.3700000047683716,67,PLAI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,None,None,0.0,68,PMBI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,3131,None,-1.5299999713897705,69,SANI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,None,None,0.0,70,SAUI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,None,None,0.0,71,SMRI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,None,None,0.0,72,SOEI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,2444,None,-0.47999998927116394,73,TNTI
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,2797,None,-0.05999999865889549,74,TOLI2
2018-01-28T02:18:09.200000Z,2018-01-28T02:19:09.200000Z,5.21,None,None,0.0,75,UGM
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,5438,None,-0.8100000023841858,76,BBJI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,2836,None,-0.029999999329447746,77,BKB
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,78,BKNI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,79,BNDI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,1629,None,-0.18000000715255737,80,FAKI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,7190,None,-0.12999999523162842,81,GSI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,82,JAGI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,83,LHMI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,1190,None,0.10000000149011612,84,LUWI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,85,MMRI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,86,PLAI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,87,PMBI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,390,None,0.18000000715255737,88,SANI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,89,SAUI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,90,SMRI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,91,SOEI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,615,None,0.029999999329447746,92,TNTI
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,1854,None,0.03999999910593033,93,TOLI2
2018-01-26T10:43:48.140000Z,2018-01-26T10:44:48.140000Z,5.32,None,None,0.0,94,UGM
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,598,None,-0.6899999976158142,95,BBJI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,96,BKB
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,97,BKNI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,98,BNDI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,99,FAKI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,3338,None,-0.5,100,GSI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,101,JAGI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,102,LHMI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,4909,None,-0.2800000011920929,103,LUWI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,104,MMRI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,105,PLAI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,1410,None,0.05999999865889549,106,PMBI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,107,SANI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,108,SAUI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,1432,None,0.20000000298023224,109,SMRI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,110,SOEI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,111,TNTI
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,112,TOLI2
2018-01-26T10:12:47.290000Z,2018-01-26T10:13:47.290000Z,5.0,None,None,0.0,113,UGM
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,543,928,0.38999998569488525,114,BBJI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,115,BKB
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,116,BKNI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,117,BNDI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,118,FAKI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,3290,None,0.12999999523162842,119,GSI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,2380,None,-0.10999999940395355,120,JAGI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,121,LHMI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,122,LUWI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,123,MMRI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,3276,None,0.10000000149011612,124,PLAI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,1307,None,0.029999999329447746,125,PMBI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,126,SANI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,127,SAUI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,1306,None,0.0,128,SMRI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,129,SOEI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,130,TNTI
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,None,None,0.0,131,TOLI2
2018-01-26T04:48:25.350000Z,2018-01-26T04:49:25.350000Z,5.04,1353,None,-0.6299999952316284,132,UGM
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,133,BBJI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,134,BKB
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,135,BKNI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,136,BNDI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,137,FAKI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,6930,None,-0.10999999940395355,138,GSI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,139,JAGI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,140,LHMI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,2185,None,0.17000000178813934,141,LUWI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,142,MMRI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,143,PLAI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,144,PMBI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,2145,None,0.44999998807907104,145,SANI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,146,SAUI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,147,SMRI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,148,SOEI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,1493,None,0.3100000023841858,149,TNTI
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,1930,None,-0.0,150,TOLI2
2018-01-25T08:03:38.840000Z,2018-01-25T08:04:38.840000Z,4.76,None,None,0.0,151,UGM
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,152,BBJI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,153,BKB
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,154,BKNI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,155,BNDI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,156,FAKI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,2577,None,0.8399999737739563,157,GSI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,158,JAGI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,1785,None,0.5600000023841858,159,LHMI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,7807,None,-5.489999771118164,160,LUWI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,161,MMRI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,162,PLAI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,163,PMBI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,164,SANI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,165,SAUI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,166,SMRI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,167,SOEI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,168,TNTI
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,169,TOLI2
2018-01-25T03:48:27.440000Z,2018-01-25T03:49:27.440000Z,5.16,None,None,0.0,170,UGM
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,5919,None,0.1899999976158142,171,BBJI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,None,None,0.0,172,BKB
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,3408,None,-0.12999999523162842,173,BKNI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,None,None,0.0,174,BNDI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,9411,None,1.3700000047683716,175,FAKI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,2531,None,0.44999998807907104,176,GSI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,6977,None,-0.09000000357627869,177,JAGI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,1774,None,0.029999999329447746,178,LHMI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,7787,None,-1.4600000381469727,179,LUWI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,None,None,0.0,180,MMRI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,7538,None,-0.17000000178813934,181,PLAI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,None,None,0.0,182,PMBI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,8342,None,-0.5299999713897705,183,SANI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,None,None,0.0,184,SAUI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,6325,None,-1.0499999523162842,185,SMRI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,8608,None,0.6899999976158142,186,SOEI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,8451,None,-0.4300000071525574,187,TNTI
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,7327,None,0.14000000059604645,188,TOLI2
2018-01-25T01:15:58.200000Z,2018-01-25T01:16:58.200000Z,5.81,None,None,0.0,189,UGM
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,190,BBJI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,191,BKB
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,192,BKNI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,193,BNDI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,194,FAKI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,753,None,3.7200000286102295,195,GSI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,196,JAGI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,905,None,0.7699999809265137,197,LHMI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,198,LUWI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,199,MMRI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,200,PLAI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,201,PMBI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,202,SANI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,203,SAUI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,204,SMRI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,205,SOEI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,206,TNTI
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,6491,None,-0.12999999523162842,207,TOLI2
2018-01-24T06:57:08.590000Z,2018-01-24T06:58:08.590000Z,4.93,None,None,0.0,208,UGM
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,521,None,0.5600000023841858,209,BBJI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,210,BKB
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,211,BKNI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,212,BNDI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,213,FAKI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,3258,None,-0.17000000178813934,214,GSI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,2340,None,-0.28999999165534973,215,JAGI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,216,LHMI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,217,LUWI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,218,MMRI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,3284,None,0.18000000715255737,219,PLAI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,220,PMBI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,221,SANI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,222,SAUI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,1304,None,0.11999999731779099,223,SMRI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,5004,None,0.1599999964237213,224,SOEI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,225,TNTI
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,None,None,0.0,226,TOLI2
2018-01-24T06:32:46.400000Z,2018-01-24T06:33:46.400000Z,4.8,1336,None,1.5099999904632568,227,UGM
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,1614,None,-0.07000000029802322,228,BBJI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,229,BKB
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,230,BKNI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,231,BNDI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,232,FAKI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,233,GSI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,234,JAGI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,235,LHMI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,236,LUWI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,237,MMRI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,4321,None,-0.11999999731779099,238,PLAI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,945,None,-0.03999999910593033,239,PMBI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,240,SANI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,241,SAUI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,242,SMRI
2018-01-24T00:40:16.140000Z,2018-01-24T00:41:16.140000Z,4.79,None,None,0.0,243,SOEI
